Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
"COM","2500","21","Public Speaking","63%","26%","0%","5%","5%","0%","0%","0%","Brewer, Charles John",""
"COM","2500","22","Public Speaking","89%","11%","0%","0%","0%","0%","0%","0%","Brewer, Charles John",""
"COM","2500","23","Public Speaking","79%","11%","5%","5%","0%","0%","0%","0%","Crocker, Sara Grumbles",""
"COM","2500","24","Public Speaking","63%","26%","5%","0%","0%","0%","0%","5%","Brewer, Charles John",""
"COM","2500","25","Public Speaking","68%","11%","5%","5%","0%","0%","0%","11%","Crocker, Sara Grumbles",""
"COM","2500","26","Public Speaking","47%","26%","11%","11%","0%","0%","0%","5%","Brewer, Charles John",""
"COM","2500","27","Public Speaking","72%","17%","6%","0%","6%","0%","0%","0%","Crocker, Sara Grumbles",""
"COM","2500","28","Public Speaking","74%","11%","11%","0%","5%","0%","0%","0%","McElveen, Katie Barnes",""
"COM","2500","29","Public Speaking","78%","22%","0%","0%","0%","0%","0%","0%","Fecher, Daniel Leland",""
"COM","2500","30","Public Speaking","63%","26%","5%","0%","0%","0%","0%","5%","Gilmore, Elizabeth Ann Kaszynski",""
"COM","2500","33","Public Speaking","63%","21%","16%","0%","0%","0%","0%","0%","Pikel, Ashley Lauren",""
"COM","2500","37","Public Speaking (HON)","89%","0%","0%","0%","0%","0%","0%","11%","Dixon, Lindsey C","H"
"COM","2500","39","Public Speaking (HON)","88%","12%","0%","0%","0%","0%","0%","0%","Condon, Vanessa Anne","H"
"COM","2500","400","Public Speaking","79%","16%","5%","0%","0%","0%","0%","0%","Davis, Alexis Zachary",""
"COM","2500","401","Public Speaking","83%","11%","0%","0%","0%","0%","0%","6%","Davis, Alexis Zachary",""
"COM","2500","403","Public Speaking","84%","11%","5%","0%","0%","0%","0%","0%","Davis, Alexis Zachary",""
"COM","3050","1","Persuasion","74%","26%","0%","0%","0%","0%","0%","0%","Dixon, Lindsey C",""
"COM","3080","1","Public Comm & Pop Culture","37%","47%","11%","5%","0%","0%","0%","0%","Ash, Erin Michelle",""
"COM","3240","1","Communication, Sport & Society","74%","21%","5%","0%","0%","0%","0%","0%","McElveen, Katie Barnes",""
"COM","3240","2","Communication, Sport & Society","89%","11%","0%","0%","0%","0%","0%","0%","McElveen, Katie Barnes",""
"COM","3250","2","Survey of Sports Communication","47%","53%","0%","0%","0%","0%","0%","0%","Denham, Bryan E.",""
"COM","3260","1","Pr in Sports","88%","12%","0%","0%","0%","0%","0%","0%","Pratt, Angela N",""
"COM","3260","2","Pr in Sports","59%","41%","0%","0%","0%","0%","0%","0%","Pratt, Angela N",""
"COM","3300","1","Nonverbal Communication","74%","21%","5%","0%","0%","0%","0%","0%","Pikel, Ashley Lauren",""
"COM","3480","1","Interpersonal Comm","63%","26%","11%","0%","0%","0%","0%","0%","Pangborn, Stephanie Michelle",""
"COM","3550","1","Principles of Public Relations","56%","39%","0%","0%","6%","0%","0%","0%","Beckner, Rachelle Leigh",""
"COM","3560","1","Crisis Communication","79%","11%","5%","0%","0%","0%","0%","5%","Pyle, Andrew Stephen",""
"COM","3660","5","Corporate Communications","87%","13%","0%","0%","0%","0%","0%","0%","Barnes, J. Mark",""
"COM","4250","1","Adv Sports Comm","29%","59%","6%","6%","0%","0%","0%","0%","Denham, Bryan E.",""
"COM","4280","1","Interpers/Family Comm & Sport","32%","63%","5%","0%","0%","0%","0%","0%","Cranmer, Gregory Keith",""
"COM","4710","1","Health Comm in Communities","67%","28%","6%","0%","0%","0%","0%","0%","Pangborn, Stephanie Michelle",""
"COM","4950","1","Senior Capstone Seminar","80%","20%","0%","0%","0%","0%","0%","0%","Linvill, Darren L",""
"COM","8010","1","Communication Theory I","89%","6%","0%","0%","0%","0%","0%","6%","Ash, Erin Michelle",""
"COM","8030","1","Comm Technology Studies Survey","88%","13%","0%","0%","0%","0%","0%","0%","Gilmore, James Nicholas",""
"CPSC","1010","100","Computer Science I","22%","37%","24%","7%","7%","0%","0%","4%","Van Scoy, Roger Larry",""
"CPSC","1010","200","Computer Science I","40%","23%","21%","4%","4%","0%","0%","8%","Van Scoy, Roger Larry",""
"CPSC","1010","300","Computer Science I","31%","27%","18%","7%","13%","0%","0%","4%","Sun, Yu-Shan",""
"CPSC","1020","1","Computer Science II","19%","27%","32%","0%","8%","0%","0%","14%","Feaster, Yvon H.",""
"CPSC","1020","2","Computer Science II","23%","17%","20%","6%","17%","0%","0%","17%","Feaster, Yvon H.",""
"CPSC","1020","3","Computer Science II","3%","16%","41%","16%","11%","0%","0%","14%","Hochrine, Catherine A",""
"CPSC","1060","100","Intro to Programming in Java","26%","34%","32%","3%","5%","0%","0%","0%","Drachova, Svetlana V",""
"CPSC","1060","200","Intro to Programming in Java","28%","36%","23%","6%","6%","0%","0%","2%","Drachova, Svetlana V",""
"CPSC","1070","1","Programming Methodology","25%","42%","11%","3%","3%","0%","0%","17%","House, Donald Henry",""
"CPSC","1070","2","Programming Methodology","35%","16%","27%","0%","8%","0%","0%","14%","House, Donald Henry",""
"CPSC","1110","1","Intro to Programming in C","21%","25%","21%","15%","9%","0%","0%","9%","Hochrine, Catherine A",""
"CPSC","1110","2","Intro to Programming in C","30%","33%","16%","13%","1%","0%","0%","6%","Sun, Yu-Shan",""
"CPSC","1110","3","Intro to Programming in C","17%","26%","22%","12%","14%","0%","0%","9%","Hochrine, Catherine A",""
"CPSC","1210","1","Computational Thinking","25%","46%","17%","0%","4%","0%","0%","8%","Herzog, Alexander Christoph",""
"CPSC","2070","1","Discrete Structures","34%","29%","19%","5%","6%","0%","0%","6%","Hodges, Larry F",""
"CPSC","2070","2","Discrete Structures","53%","24%","18%","3%","3%","0%","0%","0%","Liu, Kai",""
"CPSC","2120","1","Algs/Data Structures","38%","28%","20%","4%","6%","0%","0%","4%","Widman, Nicolas Benjamin",""
"CPSC","2120","2","Algs/Data Structures","36%","28%","24%","0%","8%","0%","0%","4%","Widman, Nicolas Benjamin",""
"CPSC","2120","3","Algs/Data Structures","59%","19%","19%","0%","0%","0%","0%","4%","Dean, Brian Christopher",""
"CPSC","2120","4","Algs/Data Structures","38%","19%","29%","0%","14%","0%","0%","0%","Dean, Brian Christopher",""
"CPSC","2150","1","Software Dev Foundations","32%","35%","21%","5%","3%","0%","0%","3%","Plis, Kevin Anton",""
"CPSC","2150","2","Software Dev Foundations","24%","32%","22%","2%","8%","0%","0%","12%","Plis, Kevin Anton",""
"CPSC","2200","1","Problem Solving w/ Office Apps","33%","37%","13%","15%","0%","0%","0%","2%","Plis, Kevin Anton",""
"CPSC","2310","1","Intro Computer Org","60%","33%","5%","0%","0%","0%","0%","2%","Widman, Nicolas Benjamin",""
"CPSC","2310","2","Intro Computer Org","53%","18%","16%","5%","5%","0%","0%","2%","Widman, Nicolas Benjamin",""
"CPSC","2810","3","Selected Topics: Cyberdef Trai","79%","14%","0%","0%","7%","0%","0%","0%","Drachova, Svetlana V",""
"CPSC","2910","1","Prof Issues I","82%","12%","6%","0%","0%","0%","0%","0%","Feaster, Yvon H.",""
"CPSC","2910","2","Prof Issues I","67%","28%","0%","0%","0%","0%","0%","6%","Feaster, Yvon H.",""
"CPSC","2910","3","Prof Issues I","68%","16%","5%","0%","0%","0%","0%","11%","Feaster, Yvon H.",""
"CPSC","2910","4","Prof Issues I","61%","33%","6%","0%","0%","0%","0%","0%","Hochrine, Catherine A",""
"CPSC","2910","5","Prof Issues I","37%","47%","11%","5%","0%","0%","0%","0%","Hochrine, Catherine A",""
"CPSC","2910","6","Prof Issues I","56%","39%","6%","0%","0%","0%","0%","0%","Hochrine, Catherine A",""
"CPSC","2920","1","Computing, Ethics & Society","79%","13%","5%","0%","3%","0%","0%","0%","Brinkley, Julian Langston",""
"CPSC","3220","1","Intro to Operating Systems","8%","35%","22%","3%","11%","0%","0%","22%","Srimani, Pradip K.",""
"CPSC","3220","2","Intro to Operating Systems","18%","27%","36%","15%","3%","0%","0%","0%","Smotherman, Mark K",""
"CPSC","3300","1","Computer Systems Org","38%","42%","17%","2%","0%","0%","0%","2%","Allen, Tyler N",""
"CPSC","3500","1","Foundations of Computer Sci","18%","20%","38%","12%","4%","0%","0%","8%","Safro, Ilya Mark",""
"CPSC","3520","1","Programming Systems","38%","34%","14%","2%","8%","0%","0%","5%","Schalkoff, Robert J",""
"CPSC","3600","1","Network Programming","53%","15%","28%","3%","3%","0%","0%","0%","Robb, Andrew C",""
"CPSC","3600","2","Network Programming","55%","14%","21%","5%","2%","0%","0%","2%","Robb, Andrew C",""
"CPSC","3600","3","Network Programming","47%","26%","11%","0%","8%","0%","0%","8%","Anderson, Jason W",""
"CPSC","3720","1","Software Engineering","31%","41%","23%","0%","0%","0%","0%","5%","Kraemer, Eileen Theresa",""
"CPSC","3720","2","Software Engineering","23%","56%","16%","0%","4%","0%","0%","2%","Sun, Yu-Shan",""
"CPSC","4040","1","Cmptr Graphics Image","56%","28%","0%","0%","0%","0%","0%","16%","Karamouzas, Ioannis",""
"CPSC","4050","1","Computer Graphics","52%","19%","5%","0%","5%","0%","0%","19%","Zordan, Victor B",""
"CPSC","4110","1","Virtual Reality Systems","46%","43%","5%","0%","3%","0%","0%","3%","Babu, Sabarish Venkat",""
"CPSC","4120","1","Eye Tracking Methodology","43%","46%","7%","0%","0%","0%","0%","4%","Duchowski, Andrew T",""
"CPSC","4140","1","Human and Computer Interaction","53%","44%","3%","0%","0%","0%","0%","0%","McNeese, Nathaniel J",""
"CPSC","4150","1","Mobile Device Software Devel","23%","23%","35%","8%","0%","0%","0%","12%","Plaue, Christopher M",""
"CPSC","4200","1","Computer Security Principles","67%","30%","3%","0%","0%","0%","0%","0%","Cheng, Long",""
"CPSC","4240","1","System Admin and Security","10%","60%","20%","10%","0%","0%","0%","0%","Drachova, Svetlana V",""
"CPSC","4300","1","Applied Data Science","36%","43%","15%","2%","2%","0%","0%","2%","Herzog, Alexander Christoph",""
"CPSC","4620","1","Database Management Systems","12%","38%","12%","12%","0%","0%","0%","27%","Srimani, Pradip K.",""
"CPSC","4770","1","Distributed/Cluster Computing","39%","33%","11%","6%","6%","0%","0%","6%","Jin, Shuangshuang",""
"CPSC","4820","1","Special Topic: Web Programming","57%","21%","13%","4%","2%","0%","0%","2%","Baker, Craig L",""
"CPSC","4820","2","Special Topics: Hands on ML","89%","11%","0%","0%","0%","0%","0%","0%","Hodges, Larry F",""
"CPSC","4820","4","Spe Topic: AI","33%","24%","10%","0%","0%","0%","0%","33%","Karamouzas, Ioannis",""
"CPSC","4890","1","Programming Team Seminar","65%","15%","5%","5%","0%","0%","0%","10%","Dean, Brian Christopher",""
"CPSC","4910","1","Professional Issues II","63%","37%","0%","0%","0%","0%","0%","0%","Van Scoy, Roger Larry",""
"CPSC","4910","2","Professional Issues II","88%","13%","0%","0%","0%","0%","0%","0%","Herzog, Alexander Christoph",""
"CPSC","6040","1","Cptr Graphics Image","67%","17%","0%","0%","0%","0%","0%","17%","Karamouzas, Ioannis",""
"CPSC","6050","1","Computer Graphics","53%","33%","13%","0%","0%","0%","0%","0%","Zordan, Victor B",""
"CPSC","6110","1","Virtual Reality Systems","85%","15%","0%","0%","0%","0%","0%","0%","Babu, Sabarish Venkat",""
"CPSC","6150","1","Mobile Device Software Devel","44%","33%","11%","0%","0%","0%","0%","11%","Plaue, Christopher M",""
"CPSC","6240","1","System Admin and Security","67%","28%","6%","0%","0%","0%","0%","0%","Drachova, Svetlana V",""
"CPSC","6300","1","Applied Data Science","82%","11%","4%","0%","0%","0%","0%","4%","Liu, Kai",""
"CPSC","6300","2","Applied Data Science","75%","25%","0%","0%","0%","0%","0%","0%","Feng, Xizhou",""
"CPSC","6620","1","Database Management Systems","50%","33%","8%","0%","0%","0%","0%","8%","Srimani, Pradip K.",""
"CPSC","6820","4","Spec Top: AI","83%","11%","0%","0%","0%","0%","0%","6%","Karamouzas, Ioannis",""
"CPSC","8040","1","Data Visualization","74%","20%","0%","0%","3%","0%","0%","3%","Iuricich, Federico",""
"CPSC","8100","1","Intro Artif Intell","43%","43%","2%","0%","0%","0%","0%","11%","Luo, Feng",""
"CPSC","8170","1","Physically Based Animation","33%","33%","17%","0%","0%","0%","0%","17%","Tessendorf, Jerry A.",""
"CPSC","8200","1","Parallel Architechture","29%","53%","18%","0%","0%","0%","0%","0%","Ge, Rong",""
"CPSC","8380","1","Adv Data Structures","25%","50%","0%","0%","13%","0%","0%","13%","Hedetniemi, Sandra M",""
"CPSC","8480","1","Network Science","20%","40%","25%","0%","10%","0%","0%","5%","Safro, Ilya Mark",""
"CPSC","8520","1","Internetworking","46%","46%","8%","0%","0%","0%","0%","0%","Martin, James J",""
"CPSC","8580","1","Security in Emerging Systems","90%","7%","0%","0%","0%","0%","0%","3%","Hu, Hongxin",""
"CPSC","8580","843","Security in Emerging Systems","60%","40%","0%","0%","0%","0%","0%","0%","Hu, Hongxin",""
"CPSC","8620","1","Database Mngmt System Design","75%","21%","4%","0%","0%","0%","0%","0%","Hubig, Nina Christine",""
"CPSC","8710","1","Found. of Software Engineering","53%","33%","13%","0%","0%","0%","0%","0%","Sitaraman, Murali",""
"CSM","1000","1","Intro to Construct","92%","6%","0%","0%","0%","0%","0%","2%","Sharma, Harnish",""
"CSM","2010","1","Structures I","35%","43%","8%","3%","0%","0%","0%","11%","Clarke, Shima N",""
"CSM","2020","1","Structures II","77%","14%","3%","3%","0%","0%","0%","3%","Jackson, Nathaniel M",""
"CSM","2030","1","Mats & Meth of Const","33%","35%","28%","0%","0%","0%","0%","5%","Lucas, Jason D",""
"CSM","2040","1","Cont Documents","41%","48%","7%","3%","0%","0%","0%","0%","Coffey, Robert Dawson",""
"CSM","2050","1","Mats & Methods II","9%","69%","23%","0%","0%","0%","0%","0%","Gajjar, Dhaval R",""
"CSM","3040","1","Envir Systems I","72%","25%","3%","0%","0%","0%","0%","0%","Burgett, Joseph Michael",""
"CSM","3050","1","Envir Systems II","63%","11%","21%","5%","0%","0%","0%","0%","Burgett, Joseph Michael",""
"CSM","3060","1","Emerging Tech in Construction","91%","9%","0%","0%","0%","0%","0%","0%","Sharma, Harnish",""
"CSM","3070","1","Sustainable Construction","63%","21%","16%","0%","0%","0%","0%","0%","Sharma, Harnish",""
"CSM","3510","1","Construction Estimating","35%","55%","10%","0%","0%","0%","0%","0%","Mousavi Rizi, Seyed Ehsan",""
"CSM","3520","401","Const Scheduling","22%","72%","0%","0%","0%","0%","0%","6%","Townsend, Craig N",""
"CSM","3530","1","Const Estimating II","38%","52%","10%","0%","0%","0%","0%","0%","Mousavi Rizi, Seyed Ehsan",""
"CSM","4110","1","Safety in Bldg Const","56%","38%","6%","0%","0%","0%","0%","0%","Corley, Nicholas L",""
"CSM","4500","1","Construction Intern","16%","43%","37%","3%","0%","0%","0%","0%","Jackson, Nathaniel M",""
"CSM","4530","1","Const Proj Mgmt","21%","69%","10%","0%","0%","0%","0%","0%","Bausman, Dennis C",""
"CSM","4530","2","Const Proj Mgmt","43%","40%","17%","0%","0%","0%","0%","0%","Bausman, Dennis C",""
"CSM","4540","1","Const Capstone","71%","24%","6%","0%","0%","0%","0%","0%","Jackson, Nathaniel M",""
"CSM","4610","1","Const Econ Seminar","66%","31%","0%","0%","0%","0%","0%","3%","Nove-Josserand, Catherine",""
"","","","","","","","","","","","","Jackson",""
"CSM","4610","2","Const Econ Seminar","77%","23%","0%","0%","0%","0%","0%","0%","Nove-Josserand, Catherine",""
"","","","","","","","","","","","","Jackson",""
"CSM","4980","2","Current Topics-NAHB Comp","83%","17%","0%","0%","0%","0%","0%","0%","Lucas, Jason D",""
"CSM","8360","400","Managing Integr Proj Delivery","94%","3%","0%","0%","0%","0%","0%","3%","Clarke, Shima N",""
"CSM","8650","1","Project Management","20%","67%","13%","0%","0%","0%","0%","0%","Bausman, Dennis C",""
"CSM","8650","400","Project Management","70%","30%","0%","0%","0%","0%","0%","0%","Bausman, Dennis C",""
"CU","1000","26","Clemson Connect","0%","0%","0%","0%","0%","99%","0%","1%","Whorton, Susan S",""
"CU","1000","30","Clemson Connect","0%","0%","0%","0%","0%","99%","0%","1%","Whorton, Susan S",""
"CU","1000","34","Clemson Connect","0%","0%","0%","0%","0%","99%","0%","1%","Whorton, Susan S",""
"CU","1000","37","Clemson Connect","0%","0%","0%","0%","0%","99%","0%","1%","Whorton, Susan S",""
"CU","1000","51","Clemson Connect","0%","0%","0%","0%","0%","98%","0%","2%","Whorton, Susan S",""
"CU","1000","52","Clemson Connect","0%","0%","0%","0%","0%","98%","0%","2%","Whorton, Susan S",""
"CU","1010","1","Univ Success Skills","50%","10%","10%","0%","30%","0%","0%","0%","Smith, Cynthia June",""
"CU","1010","8","Univ Success Skills","50%","6%","11%","0%","11%","0%","0%","22%","Neel, Catherine Maroska",""
"CU","1010","602","Univ Success Skills","62%","15%","15%","0%","0%","0%","0%","8%","Oonk, Valerie Kay",""
"CU","1010","603","Univ Success Skills","56%","23%","10%","3%","8%","0%","0%","0%","Stephan, Elizabeth Anne",""
"CU","1010","605","Univ Success Skills","43%","24%","24%","0%","10%","0%","0%","0%","Miller, Matthew Kent",""
"CU","1010","606","Univ Success Skills","30%","30%","4%","17%","17%","0%","0%","0%","Neptune, Andrew Isaac",""
"CU","1010","607","Univ Success Skills","46%","27%","14%","5%","5%","0%","0%","3%","Stephan, Elizabeth Anne",""
"CVT","2260","1","Intro Cardiovas Sono","62%","38%","0%","0%","0%","0%","0%","0%","Walker, Eric J",""
"DPA","3070","1","Method 3d Production","44%","40%","8%","0%","0%","0%","0%","8%","Bui, Tommy Van",""
"DPA","4000","1","Tech Foundations I","7%","29%","14%","0%","7%","0%","0%","43%","Baron, Jessica R",""
"DPA","4020","2","Visual Found of Digital Prod","50%","50%","0%","0%","0%","0%","0%","0%","Summey, Anthony K",""
"DPA","4830","1","Spec Stud Top in DPA: Dig Scul","30%","40%","20%","0%","10%","0%","0%","0%","Kwon, Insun",""
"DPA","8070","1","3D Modeling and Animation","59%","29%","12%","0%","0%","0%","0%","0%","Joerg, Christina Sophie",""
"DPA","8090","1","Rendering and Shading","50%","33%","17%","0%","0%","0%","0%","0%","Dhillon, Daljit Singh",""
"ECAS","1990","101","CI LEAD Forward I","93%","0%","0%","0%","0%","0%","0%","7%","Sanders, Steve Richard",""
"ECE","1990","13","CI: Future Engineers","80%","0%","0%","0%","0%","0%","0%","20%","Smith, Melissa Crawley",""
"ECE","1990","14","CI: Robot Networks","67%","0%","0%","0%","0%","0%","0%","33%","Wang, Yongqiang",""
"ECE","2010","1","Logic and Computing Devices","23%","28%","24%","8%","8%","0%","0%","8%","Reid, William J",""
"ECE","2020","1","Electric Circuits I","20%","35%","27%","8%","4%","0%","0%","6%","Harrell, William R",""
"ECE","2070","1","Basic Electrical Engineering","21%","22%","26%","12%","7%","0%","0%","12%","Kolodzey, William Thomas",""
"ECE","2070","2","Basic Electrical Engineering","29%","15%","21%","18%","6%","0%","0%","12%","Green, Wesley B",""
"ECE","2070","3","Basic Electrical Engineering","39%","23%","21%","7%","4%","0%","0%","6%","Anglea, Timothy B",""
"ECE","2080","1","Basic Electrical Engr Lab","85%","10%","0%","0%","0%","0%","0%","5%","Kapadia, Apoorva Deepak",""
"ECE","2080","4","Basic Electrical Engr Lab","90%","5%","0%","0%","5%","0%","0%","0%","Kapadia, Apoorva Deepak",""
"ECE","2080","5","Basic Electrical Engr Lab","80%","0%","0%","0%","0%","0%","0%","20%","Kapadia, Apoorva Deepak",""
"ECE","2080","6","Basic Electrical Engr Lab","85%","10%","0%","5%","0%","0%","0%","0%","Kapadia, Apoorva Deepak",""
"ECE","2080","7","Basic Electrical Engr Lab","75%","15%","0%","0%","0%","0%","0%","10%","Kapadia, Apoorva Deepak",""
"ECE","2080","8","Basic Electrical Engr Lab","90%","5%","0%","0%","0%","0%","0%","5%","Kapadia, Apoorva Deepak",""
"ECE","2080","9","Basic Electrical Engr Lab","84%","0%","0%","0%","0%","0%","0%","16%","Kapadia, Apoorva Deepak",""
"ECE","2080","10","Basic Electrical Engr Lab","84%","0%","5%","0%","0%","0%","0%","11%","Kapadia, Apoorva Deepak",""
"ECE","2080","12","Basic Electrical Engr Lab","79%","0%","0%","0%","21%","0%","0%","0%","Kapadia, Apoorva Deepak",""
"ECE","2080","14","Basic Electrical Engr Lab","71%","12%","0%","0%","0%","0%","0%","18%","Kapadia, Apoorva Deepak",""
"ECE","2080","15","Basic Electrical Engr Lab","89%","0%","0%","0%","0%","0%","0%","11%","Kapadia, Apoorva Deepak",""
"ECE","2090","2","Logic & Computing Devices Lab","67%","8%","8%","0%","0%","0%","0%","17%","Kapadia, Apoorva Deepak",""
"ECE","2090","3","Logic & Computing Devices Lab","83%","0%","8%","0%","0%","0%","0%","8%","Kapadia, Apoorva Deepak",""
"ECE","2090","4","Logic & Computing Devices Lab","83%","8%","0%","8%","0%","0%","0%","0%","Kapadia, Apoorva Deepak",""
"ECE","2090","5","Logic & Computing Devices Lab","83%","8%","0%","0%","0%","0%","0%","8%","Kapadia, Apoorva Deepak",""
"ECE","2090","9","Logic & Computing Devices Lab","58%","42%","0%","0%","0%","0%","0%","0%","Kapadia, Apoorva Deepak",""
"ECE","2090","11","Logic & Computing Devices Lab","83%","0%","0%","0%","0%","0%","0%","17%","Kapadia, Apoorva Deepak",""
"ECE","2090","13","Logic & Computing Devices Lab","67%","0%","0%","0%","8%","0%","0%","25%","Kapadia, Apoorva Deepak",""
"ECE","2090","14","Logic & Computing Devices Lab","58%","25%","8%","0%","0%","0%","0%","8%","Kapadia, Apoorva Deepak",""
"ECE","2110","1","Elec Engr Lab I","80%","10%","5%","0%","5%","0%","0%","0%","Kapadia, Apoorva Deepak",""
"ECE","2110","2","Elec Engr Lab I","80%","15%","0%","0%","0%","0%","0%","5%","Kapadia, Apoorva Deepak",""
"ECE","2110","3","Elec Engr Lab I","90%","5%","0%","0%","0%","0%","0%","5%","Kapadia, Apoorva Deepak",""
"ECE","2110","5","Elec Engr Lab I","70%","15%","10%","0%","5%","0%","0%","0%","Kapadia, Apoorva Deepak",""
"ECE","2110","6","Elec Engr Lab I","75%","20%","0%","0%","0%","0%","0%","5%","Kapadia, Apoorva Deepak",""
"ECE","2110","8","Elec Engr Lab I","30%","40%","15%","0%","5%","0%","0%","10%","Kapadia, Apoorva Deepak",""
"ECE","2110","10","Elec Engr Lab I","69%","8%","23%","0%","0%","0%","0%","0%","Kapadia, Apoorva Deepak",""
"ECE","2120","1","Electrical Engineering Lab II","81%","0%","0%","0%","6%","0%","0%","13%","Kapadia, Apoorva Deepak",""
"ECE","2220","1","Syst Prog Concept","18%","18%","16%","5%","5%","0%","0%","37%","Yu, Lu",""
"ECE","2230","1","Comp Sys Eng","80%","20%","0%","0%","0%","0%","0%","0%","Ligon, Walter B",""
"ECE","2620","1","Electric Circuits II","5%","36%","32%","9%","7%","0%","0%","11%","Dong, Liang",""
"ECE","2720","1","Comp Organization","2%","27%","50%","14%","5%","0%","0%","2%","Reid, William J",""
"ECE","2730","2","Computer Org Lab","58%","17%","25%","0%","0%","0%","0%","0%","Kapadia, Apoorva Deepak",""
"ECE","2730","3","Computer Org Lab","53%","33%","13%","0%","0%","0%","0%","0%","Kapadia, Apoorva Deepak",""
"ECE","3110","2","Electrical Engineering Lab III","69%","13%","0%","0%","13%","0%","0%","6%","Kapadia, Apoorva Deepak",""
"ECE","3120","1","Electrical Engineering Lab IV","85%","10%","0%","0%","0%","0%","0%","5%","Kapadia, Apoorva Deepak",""
"ECE","3170","1","Rand Signal Analysis","22%","28%","34%","10%","4%","0%","0%","1%","Hubbard, Stephen J",""
"ECE","3200","1","Electronics I","29%","20%","23%","13%","12%","0%","0%","3%","Hubbard, Stephen J",""
"ECE","3200","2","Electronics I (HON)","45%","36%","18%","0%","0%","0%","0%","0%","Hubbard, Stephen J","H"
"ECE","3210","1","Electronics II","22%","27%","39%","12%","0%","0%","0%","0%","Hubbard, Stephen J",""
"ECE","3220","2","Intro Operating Sys","35%","30%","35%","0%","0%","0%","0%","0%","Smotherman, Mark K",""
"ECE","3270","1","Dig Comp Design","16%","30%","27%","18%","5%","0%","0%","5%","Smith, Melissa Crawley",""
"ECE","3300","1","Signals & Systems","23%","19%","27%","15%","11%","0%","0%","5%","Baum, Carl W",""
"ECE","3300","2","Signals & Systems (HON)","69%","31%","0%","0%","0%","0%","0%","0%","Noneaker, Daniel L","H"
"ECE","3520","1","Programming Systems","53%","37%","11%","0%","0%","0%","0%","0%","Schalkoff, Robert J",""
"ECE","3600","1","Elect Power Engr","34%","26%","19%","4%","9%","0%","0%","8%","Brahma, Sukumar Makarand",""
"ECE","3710","1","Microcontr Interface","55%","31%","8%","4%","0%","0%","0%","1%","Reid, William J",""
"ECE","3720","2","Micro Int Lab","33%","33%","8%","8%","8%","0%","0%","8%","Kapadia, Apoorva Deepak",""
"ECE","3720","7","Micro Int Lab","83%","17%","0%","0%","0%","0%","0%","0%","Kapadia, Apoorva Deepak",""
"ECE","3800","1","Electromagnetics","23%","11%","23%","20%","11%","0%","0%","11%","Martin, Anthony Q",""
"ECE","3810","1","Field Waves & Ckts","62%","31%","7%","0%","0%","0%","0%","0%","Xiao, Hai",""
"ECE","4090","1","Intr to Linear Control Systems","76%","19%","3%","1%","0%","0%","0%","1%","Kapadia, Apoorva Deepak",""
"ECE","4180","1","Power Syst Analysis","33%","25%","8%","8%","8%","0%","0%","17%","Hadidi, Ramtin",""
"ECE","4270","1","Communication Systems","22%","28%","33%","9%","4%","0%","0%","4%","Yu, Lu",""
"ECE","4310","1","Intro to Computer Vision","56%","32%","8%","4%","0%","0%","0%","0%","Hoover, Adam W",""
"ECE","4420","1","Knowledge Engineering","35%","40%","10%","0%","10%","0%","0%","5%","Schalkoff, Robert J",""
"ECE","4490","1","Comp Ntwrk Security","65%","26%","0%","0%","4%","0%","0%","4%","Yu, Lu",""
"ECE","4610","1","Fundamentals of Solar Energy","56%","44%","0%","0%","0%","0%","0%","0%","Singh, Rajendra",""
"ECE","4670","1","Intro to Dig Sig Pro","18%","41%","24%","0%","0%","0%","0%","18%","Gowdy, John N",""
"ECE","4730","1","Intro Parallel Sys","67%","22%","0%","0%","0%","0%","0%","11%","Ligon, Walter B",""
"ECE","4950","1","Int Sys Design I","99%","0%","0%","0%","0%","0%","0%","1%","Kapadia, Apoorva Deepak",""
"ECE","4960","1","Int Sys Design II","53%","38%","8%","0%","0%","0%","0%","3%","Groff, Richard E",""
"ECE","6040","1","Semiconductor Devices","63%","13%","25%","0%","0%","0%","0%","0%","Ryckman, Judson Douglas",""
"ECE","6310","1","Intro to Computer Vision","65%","30%","0%","0%","4%","0%","0%","0%","Hoover, Adam W",""
"ECE","6420","1","Knowledge Engr","71%","21%","0%","0%","7%","0%","0%","0%","Schalkoff, Robert J",""
"ECE","6490","843","Comp Ntwrk Security","67%","0%","0%","0%","33%","0%","0%","0%","Yu, Lu",""
"ECE","6590","1","Int Circ Design","43%","29%","0%","0%","0%","0%","0%","29%","Lao, Yingjie",""
"ECE","6610","843","Fundamentals of Solar Energy","20%","60%","0%","0%","0%","0%","0%","20%","Singh, Rajendra",""
"ECE","6670","1","Intro to Dig Sig Pro","20%","40%","20%","0%","0%","0%","0%","20%","Gowdy, John N",""
"ECE","6930","844","IntroPowerElecTechApps Charls","75%","0%","0%","0%","0%","0%","0%","25%","Zhang, Zheyu",""
"ECE","8010","1","Analysis of Lin Sys","43%","29%","0%","0%","7%","0%","0%","21%","Groff, Richard E",""
"ECE","8040","1","Networked Dynamical Systems","33%","67%","0%","0%","0%","0%","0%","0%","Wang, Yongqiang",""
"ECE","8540","1","Analysis of Tracking Systems","61%","36%","0%","0%","4%","0%","0%","0%","Hoover, Adam W",""
