Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
"CE","8460","1","Flow in Open Chnls","50%","50%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","Khan Abdul A",""
"CE","8540","1","Travl Demnd Forecast","57%","14%","0%","0%","0%","0%","0%","0%","###","0%","0%","0%","Murray-Tuite Pamela",""
"CE","9910","9","Doctoral Dissertation Rese","0%","0%","0%","0%","0%","100%","0%","0%","0%","0%","0%","0%","Ogle Jennifer H",""
"CE","9910","18","Doctoral Dissertation Rese","0%","0%","0%","0%","0%","100%","0%","0%","0%","0%","0%","0%","Chowdhury Mashrur",""
"CH","1010","1","General Chemistry","17%","38%","16%","10%","9%","0%","0%","9%","0%","0%","0%","0%","Hickman Thomas D",""
"CH","1010","2","General Chemistry","15%","35%","18%","9%","9%","0%","0%","13%","0%","0%","0%","0%","Tran Thao Thi Thanh",""
"CH","1010","3","General Chemistry","16%","39%","16%","12%","6%","0%","0%","10%","0%","0%","0%","0%","McWhorter William",""
"CH","1010","4","General Chemistry","23%","28%","26%","12%","7%","0%","0%","4%","0%","0%","0%","0%","Schroeder Jacob D",""
"CH","1010","5","General Chemistry","28%","27%","21%","12%","7%","0%","0%","5%","0%","0%","0%","0%","Hickman Thomas D",""
"CH","1010","6","General Chemistry","31%","29%","18%","8%","5%","0%","0%","10%","0%","0%","0%","0%","Taylor Dennis F",""
"CH","1010","7","General Chemistry","12%","27%","24%","10%","17%","0%","0%","11%","0%","0%","0%","0%","Geiculescu Olt E",""
"CH","1010","8","General Chemistry","11%","29%","26%","8%","8%","0%","0%","18%","0%","0%","0%","0%","Cox Princess MyCia",""
"CH","1010","9","General Chemistry","23%","42%","19%","8%","5%","0%","0%","4%","0%","0%","0%","0%","Smith Ashlyn Dennis",""
"CH","1010","10","General Chemistry","22%","22%","26%","12%","10%","0%","0%","8%","0%","0%","0%","0%","McWhorter William",""
"CH","1010","11","General Chemistry","25%","42%","14%","9%","8%","0%","0%","2%","0%","0%","0%","0%","Hickman Thomas D",""
"CH","1010","12","General Chemistry","32%","31%","21%","5%","3%","0%","0%","8%","0%","0%","0%","0%","Smith Ashlyn Dennis",""
"CH","1010","13","General Chemistry","21%","29%","19%","10%","8%","0%","0%","13%","0%","0%","0%","0%","Cox Princess MyCia",""
"CH","1010","14","General Chemistry","25%","34%","25%","7%","6%","0%","0%","5%","0%","0%","0%","0%","Houjeiry Tania",""
"CH","1010","15","General Chemistry","24%","29%","17%","15%","5%","0%","0%","11%","0%","0%","0%","0%","Taylor Dennis F",""
"CH","1010","16","General Chemistry","10%","39%","25%","8%","8%","0%","0%","8%","0%","0%","0%","0%","Schroeder Jacob D",""
"CH","1010","50","General Chemistry","36%","45%","5%","9%","5%","0%","0%","0%","0%","0%","0%","0%","Houjeiry Tania",""
"CH","1010","71","General Chemistry (HON)","50%","40%","5%","0%","5%","0%","0%","0%","0%","0%","0%","0%","Thrasher Joseph","H"
"CH","1010","72","General Chemistry (HON)","57%","29%","7%","7%","0%","0%","0%","0%","0%","0%","0%","0%","Hwu Shiou-jyh","H"
"CH","1010","400","General Chemistry","3%","18%","20%","13%","18%","0%","0%","30%","0%","0%","0%","0%","Cox Princess MyCia",""
"CH","1020","1","General Chemistry","31%","24%","20%","16%","4%","0%","0%","4%","1%","0%","0%","0%","Schvaneveldt",""
"CH","1020","2","General Chemistry","32%","18%","24%","10%","8%","0%","0%","7%","0%","0%","0%","0%","Schvaneveldt",""
"CH","1020","3","General Chemistry","26%","28%","27%","10%","4%","0%","0%","5%","1%","0%","0%","0%","Schvaneveldt",""
"CH","1020","400","General Chemistry","23%","19%","19%","19%","8%","0%","0%","13%","0%","0%","0%","0%","Schvaneveldt",""
"CH","1050","2","Chemistry in Context I","63%","24%","7%","1%","3%","0%","0%","3%","0%","0%","0%","0%","Geiculescu Olt E",""
"CH","2010","1","Survey of Organic Chemist","94%","6%","1%","0%","0%","0%","0%","0%","0%","0%","0%","0%","Wetzler Modi",""
"CH","2230","1","Organic Chemistry","43%","32%","11%","6%","8%","0%","0%","2%","0%","0%","0%","0%","Houjeiry Tania",""
"CH","2230","2","Organic Chemistry","22%","21%","30%","12%","10%","0%","0%","4%","0%","0%","0%","0%","Wetzler Modi",""
"CH","2230","3","Organic Chemistry","48%","21%","14%","7%","6%","0%","0%","4%","0%","0%","0%","0%","Ennis Elliot",""
"CH","2230","4","Organic Chemistry","31%","28%","17%","9%","10%","0%","0%","5%","0%","0%","0%","0%","Wetzler Modi",""
"CH","2230","6","Organic Chemistry","50%","26%","12%","3%","5%","0%","0%","3%","0%","0%","0%","0%","Smith Rhett C",""
"CH","2230","7","Organic Chemistry","46%","25%","10%","4%","9%","0%","0%","5%","0%","0%","0%","0%","Smith Rhett C",""
"CH","2230","8","Organic Chemistry","23%","15%","33%","14%","13%","0%","0%","3%","0%","0%","0%","0%","McWhorter William",""
"CH","2230","50","Organic Chemistry","27%","47%","20%","0%","7%","0%","0%","0%","0%","0%","0%","0%","Kim Byoungmoo",""
"CH","2240","1","Organic Chemistry","29%","17%","18%","13%","15%","0%","0%","8%","0%","0%","0%","0%","Ennis Elliot",""
"CH","2240","2","Organic Chemistry","19%","18%","22%","23%","10%","0%","0%","9%","0%","0%","0%","0%","Ennis Elliot",""
"CH","2270","9","Organic Chem Lab","83%","0%","0%","0%","0%","0%","0%","17%","0%","0%","0%","0%","Plampin James",""
"CH","2270","13","Organic Chem Lab","89%","0%","0%","0%","0%","0%","0%","11%","0%","0%","0%","0%","Plampin James",""
"CH","2270","18","Organic Chem Lab","83%","0%","0%","0%","0%","0%","0%","17%","0%","0%","0%","0%","Plampin James",""
"CH","2270","28","Organic Chem Lab","89%","0%","0%","0%","0%","0%","0%","11%","0%","0%","0%","0%","Plampin James",""
"CH","2280","1","Organic Chem Lab","92%","0%","0%","0%","0%","0%","0%","8%","0%","0%","0%","0%","Plampin James",""
"CH","2280","2","Organic Chem Lab","91%","0%","0%","0%","0%","0%","0%","9%","0%","0%","0%","0%","Plampin James",""
"CH","2280","4","Organic Chem Lab","83%","0%","0%","0%","0%","0%","0%","17%","0%","0%","0%","0%","Plampin James",""
"CH","2280","5","Organic Chem Lab","91%","0%","0%","0%","0%","0%","0%","9%","0%","0%","0%","0%","Plampin James",""
"CH","2280","6","Organic Chem Lab","92%","0%","0%","0%","0%","0%","0%","8%","0%","0%","0%","0%","Plampin James",""
"CH","2280","7","Organic Chem Lab","92%","0%","0%","0%","0%","0%","0%","8%","0%","0%","0%","0%","Plampin James",""
"CH","3130","1","Quantitative Analysis","22%","31%","24%","11%","4%","0%","0%","7%","0%","0%","0%","0%","Geiculescu Olt E",""
"CH","3150","1","Quant Analysis Lab","82%","9%","0%","0%","0%","0%","0%","9%","0%","0%","0%","0%","Anker Jeffrey Nathan",""
"CH","3150","2","Quant Analysis Lab","73%","0%","9%","0%","0%","0%","0%","18%","0%","0%","0%","0%","Anker Jeffrey Nathan",""
"CH","3150","3","Quant Analysis Lab","31%","31%","8%","0%","23%","0%","0%","0%","8%","0%","0%","0%","Anker Jeffrey Nathan",""
"CH","3300","1","Intro to Phys Chem","61%","22%","7%","1%","3%","0%","0%","4%","1%","0%","0%","0%","Dominy Brian N",""
"CH","3310","1","Physical Chemistry","34%","36%","18%","2%","10%","0%","0%","0%","0%","0%","0%","0%","Stuart Steven J",""
"CH","3390","1","Physical Chem Lab","71%","19%","5%","0%","5%","0%","0%","0%","0%","0%","0%","0%","Cox Princess MyCia",""
"CH","3390","2","Physical Chem Lab","58%","26%","16%","0%","0%","0%","0%","0%","0%","0%","0%","0%","Cox Princess MyCia",""
"CH","3390","3","Physical Chem Lab","74%","11%","0%","0%","0%","0%","0%","16%","0%","0%","0%","0%","Cox Princess MyCia",""
"CH","3390","4","Physical Chem Lab","76%","19%","0%","0%","5%","0%","0%","0%","0%","0%","0%","0%","Cox Princess MyCia",""
"CH","3390","5","Physical Chem Lab","63%","38%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","Cox Princess MyCia",""
"CH","3410","1","Introduction to Research","76%","8%","4%","2%","10%","0%","0%","0%","0%","0%","0%","0%","Garcia Perez Carlos",""
"CH","4020","1","Inorganic Chemistry","50%","42%","2%","0%","4%","0%","0%","2%","0%","0%","0%","0%","Kolis Joseph W",""
"CH","4210","1","Advanced Organic Chemist","33%","44%","22%","0%","0%","0%","0%","0%","0%","0%","0%","0%","Schroeder Jacob D",""
"CH","6020","1","Inorganic Chemistry","56%","44%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","Kolis Joseph W",""
"CH","6210","1","Adv Organic Chem","17%","50%","17%","0%","0%","0%","0%","17%","0%","0%","0%","0%","Schroeder Jacob D",""
"CH","8070","1","Chem Trans Elem","71%","29%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","Brumaghim Julia",""
"CH","8120","1","Chemical Spectroscopic M","58%","42%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","Chumanov George",""
"CH","8150","1","Mass Spectrometry","36%","36%","27%","0%","0%","0%","0%","0%","0%","0%","0%","0%","Marcus Richard K",""
"CH","8210","1","Organic Chem I","36%","64%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","Sun Ya-ping",""
"CH","8370","1","Quantum Chemistry","75%","25%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","Casabianca Leah Beck",""
"CH","8510","2","Grad Student Seminar","84%","16%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","Saha Sourav",""
"CH","8520","1","Departmental Seminar","0%","0%","0%","0%","0%","93%","3%","3%","0%","0%","0%","0%","Thrasher Joseph",""
"CH","9910","2","Doctoral Research","0%","0%","0%","0%","0%","100%","0%","0%","0%","0%","0%","0%","Whitehead Daniel C",""
"CH","9910","7","Doctoral Research","0%","0%","0%","0%","0%","100%","0%","0%","0%","0%","0%","0%","Smith Rhett C",""
"CH","9910","11","Doctoral Research","0%","0%","0%","0%","0%","100%","0%","0%","0%","0%","0%","0%","Marcus Richard K",""
"CH","9910","25","Doctoral Research","0%","0%","0%","0%","0%","100%","0%","0%","0%","0%","0%","0%","Anker Jeffrey Nathan",""
"CH","9910","99","Doctoral Research","0%","0%","0%","0%","0%","100%","0%","0%","0%","0%","0%","0%","Garcia Perez Carlos",""
"CHE","2110","1","Mass and Energy Balances","24%","29%","26%","12%","5%","0%","0%","5%","0%","0%","0%","0%","Roberts Mark E",""
"CHE","3070","1","Unit Ops Lab I","18%","47%","35%","0%","0%","0%","0%","0%","0%","0%","0%","0%","Norfolk Christopher",""
"CHE","3210","1","Ch E Thermo II","8%","27%","39%","19%","3%","0%","0%","3%","0%","0%","0%","0%","Sarupria Sapna",""
"CHE","3300","1","Mass Trans & Seprtn","35%","26%","26%","8%","3%","0%","0%","3%","0%","0%","0%","0%","Bruce David A",""
"CHE","4070","1","Unit Op Lab II","28%","40%","29%","3%","0%","0%","0%","0%","0%","0%","0%","0%","Norfolk Christopher",""
"CHE","4310","1","Process Design I","26%","53%","18%","1%","1%","0%","0%","0%","0%","0%","0%","0%","Roat Suzanne Deirdre",""
"CHE","4430","1","Safety, Env & Prof Practice","86%","11%","4%","0%","0%","0%","0%","0%","0%","0%","0%","0%","Husson Scott M",""
"CHE","4500","1","Chem Reaction Engr","29%","39%","20%","9%","3%","0%","0%","0%","0%","0%","0%","0%","Getman Rachel B",""
"CHE","6130","1","Polymer Composite Engine","50%","50%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","Ogale Amod A",""
"CHE","8030","1","Advanced Transport","45%","45%","9%","0%","0%","0%","0%","0%","0%","0%","0%","0%","Davis Eric Mikel",""
"CHE","8900","1","GAANN SEMINAR","0%","0%","0%","0%","0%","100%","0%","0%","0%","0%","0%","0%","Davis Eric Mikel",""
"CHE","8950","1","Graduate Seminar","0%","0%","0%","0%","0%","100%","0%","0%","0%","0%","0%","0%","Larsen Jessica Marie",""
"CHE","9910","2","Doctoral Dissertation Rese","0%","0%","0%","0%","0%","100%","0%","0%","0%","0%","0%","0%","Blenner Mark Alan",""
"CHE","9910","6","Doctoral Dissertation Rese","0%","0%","0%","0%","0%","100%","0%","0%","0%","0%","0%","0%","Husson Scott M",""
"CHE","9910","11","Doctoral Dissertation Rese","0%","0%","0%","0%","0%","100%","0%","0%","0%","0%","0%","0%","Sarupria Sapna",""
"CHE","9910","13","Doctoral Dissertation Rese","0%","0%","0%","0%","0%","100%","0%","0%","0%","0%","0%","0%","Thies Mark C",""
"CHIN","1010","2","Elementary Chinese","38%","0%","15%","0%","15%","0%","0%","31%","0%","0%","0%","0%","Zhang Yanhua",""
"CHIN","3130","1","Philosophy in Modern Chin","50%","25%","5%","0%","5%","0%","0%","15%","0%","0%","0%","0%","An Yanming",""
"CHIN","4990","1","Slct Tpcs Chin Cult","35%","45%","15%","0%","0%","0%","0%","5%","0%","0%","0%","0%","Anderson Kyle David",""
"COM","1010","1","Acad & Dev I","0%","0%","0%","0%","0%","96%","0%","4%","0%","0%","0%","0%","Pindar Lori Marlise",""
"COM","1500","1","Intro to Human Communic","86%","7%","3%","1%","1%","0%","0%","1%","0%","0%","0%","0%","Fecher Daniel Leland",""
"COM","1500","2","Intro to Human Communic","73%","18%","3%","2%","2%","0%","0%","1%","0%","0%","0%","0%","Fecher Daniel Leland",""
"COM","1500","3","Intro to Human Communic","78%","16%","5%","1%","0%","0%","0%","0%","0%","0%","0%","0%","Fecher Daniel Leland",""
"COM","1500","4","Intro to Human Communic","82%","11%","3%","1%","2%","0%","0%","2%","0%","0%","0%","0%","Glaser Marianne Herr",""
"COM","1500","5","Intro to Human Communic","82%","11%","2%","2%","2%","0%","0%","1%","0%","0%","0%","0%","Glaser Marianne Herr",""
"COM","1500","6","Intro to Human Communic","79%","16%","3%","1%","0%","0%","0%","1%","0%","0%","0%","0%","Glaser Marianne Herr",""
"COM","1500","7","Intro to Human Communic","73%","12%","8%","3%","3%","0%","0%","1%","0%","0%","0%","0%","Condon Vanessa",""
"COM","2010","1","Intr to Comm Studies","67%","19%","4%","0%","4%","0%","0%","7%","0%","0%","0%","0%","Baker Caitlin E",""
"COM","2010","2","Intr to Comm Studies","93%","7%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","Baker Caitlin E",""
"COM","2020","1","Communication Theory","75%","21%","4%","0%","0%","0%","0%","0%","0%","0%","0%","0%","Okamoto Kristen",""
"COM","2040","1","Critical-Cultural Comm The","65%","17%","13%","0%","4%","0%","0%","0%","0%","0%","0%","0%","Gilmore James",""
"COM","2100","1","Quant Comm Research Me","44%","48%","8%","0%","0%","0%","0%","0%","0%","0%","0%","0%","Ash Erin Michelle",""
"COM","2500","2","Public Speaking","60%","30%","5%","0%","5%","0%","0%","0%","0%","0%","0%","0%","Crocker Sara",""
"COM","2500","3","Public Speaking","60%","25%","5%","5%","0%","0%","0%","5%","0%","0%","0%","0%","Gilmore Elizabeth",""
"COM","2500","4","Public Speaking","75%","15%","10%","0%","0%","0%","0%","0%","0%","0%","0%","0%","Gilmore Elizabeth",""
"COM","2500","5","Public Speaking","90%","5%","5%","0%","0%","0%","0%","0%","0%","0%","0%","0%","Davis Alyssa Christine",""
"COM","2500","6","Public Speaking","70%","25%","5%","0%","0%","0%","0%","0%","0%","0%","0%","0%","Davis Alyssa Christine",""
"COM","2500","7","Public Speaking","65%","30%","5%","0%","0%","0%","0%","0%","0%","0%","0%","0%","Crocker Sara",""
"COM","2500","8","Public Speaking","55%","35%","5%","0%","5%","0%","0%","0%","0%","0%","0%","0%","Pikel Ashley Lauren",""
"COM","2500","9","Public Speaking","65%","10%","15%","0%","5%","0%","0%","5%","0%","0%","0%","0%","Crocker Sara",""
"COM","2500","10","Public Speaking","47%","37%","5%","5%","5%","0%","0%","0%","0%","0%","0%","0%","Pikel Ashley Lauren",""
"COM","2500","11","Public Speaking","68%","21%","5%","0%","0%","0%","0%","5%","0%","0%","0%","0%","Pikel Ashley Lauren",""
"COM","2500","14","Public Speaking","65%","25%","10%","0%","0%","0%","0%","0%","0%","0%","0%","0%","Gilmore Elizabeth",""
"COM","2500","16","Public Speaking","75%","20%","5%","0%","0%","0%","0%","0%","0%","0%","0%","0%","Taweh Jumah Patricia",""
"COM","2500","17","Public Speaking","79%","5%","5%","0%","11%","0%","0%","0%","0%","0%","0%","0%","Taweh Jumah Patricia",""
"COM","2500","18","Public Speaking","70%","30%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","Covert Marshall",""
"COM","2500","19","Public Speaking","79%","16%","0%","0%","0%","0%","0%","5%","0%","0%","0%","0%","Taweh Jumah Patricia",""
"COM","2500","20","Public Speaking","75%","15%","5%","0%","0%","0%","0%","5%","0%","0%","0%","0%","Condon Vanessa",""
"COM","2500","21","Public Speaking","75%","20%","0%","0%","0%","0%","0%","5%","0%","0%","0%","0%","Brewer Charles John",""
"COM","2500","22","Public Speaking","65%","25%","10%","0%","0%","0%","0%","0%","0%","0%","0%","0%","Brewer Charles John",""
"COM","2500","23","Public Speaking","74%","16%","11%","0%","0%","0%","0%","0%","0%","0%","0%","0%","Brewer Charles John",""
"COM","2500","24","Public Speaking","78%","17%","0%","0%","6%","0%","0%","0%","0%","0%","0%","0%","Brewer Charles John",""
"COM","2500","25","Public Speaking","60%","35%","0%","5%","0%","0%","0%","0%","0%","0%","0%","0%","Covert Marshall",""
"COM","2500","26","Public Speaking","55%","35%","5%","0%","5%","0%","0%","0%","0%","0%","0%","0%","Covert Marshall",""
"COM","2500","27","Public Speaking","75%","25%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","Covert Marshall",""
"COM","2500","28","Public Speaking","80%","15%","5%","0%","0%","0%","0%","0%","0%","0%","0%","0%","McElveen Katie",""
"COM","2500","29","Public Speaking","74%","16%","5%","5%","0%","0%","0%","0%","0%","0%","0%","0%","Condon Vanessa",""
"COM","2500","31","Public Speaking","85%","0%","5%","5%","5%","0%","0%","0%","0%","0%","0%","0%","McElveen Katie",""
"COM","2500","33","Public Speaking","58%","37%","5%","0%","0%","0%","0%","0%","0%","0%","0%","0%","Pikel Ashley Lauren",""
"COM","2500","401","Public Speaking","80%","15%","0%","0%","5%","0%","0%","0%","0%","0%","0%","0%","Davis Alexis Zachary",""
"COM","2500","402","Public Speaking","75%","10%","10%","5%","0%","0%","0%","0%","0%","0%","0%","0%","Davis Alexis Zachary",""
"COM","2500","403","Public Speaking","85%","5%","0%","0%","10%","0%","0%","0%","0%","0%","0%","0%","Davis Alexis Zachary",""
"COM","3050","1","Persuasion","79%","13%","8%","0%","0%","0%","0%","0%","0%","0%","0%","0%","Dixon Lindsey C",""
"COM","3200","1","Bdcst Production","87%","0%","4%","4%","4%","0%","0%","0%","0%","0%","0%","0%","Johnson Wanda A",""
"COM","3240","1","Communication, Sport & S","68%","20%","4%","0%","4%","0%","0%","4%","0%","0%","0%","0%","Boatwright Brandon",""
"COM","3240","2","Communication, Sport & S","50%","32%","18%","0%","0%","0%","0%","0%","0%","0%","0%","0%","Boatwright Brandon",""
"COM","3250","1","Survey of Sports Communi","67%","17%","13%","3%","0%","0%","0%","0%","0%","0%","0%","0%","Harrison Virginia",""
"COM","3260","1","Pr in Sports","87%","10%","3%","0%","0%","0%","0%","0%","0%","0%","0%","0%","McElveen Katie",""
"COM","3260","2","Pr in Sports","83%","7%","3%","0%","0%","0%","0%","7%","0%","0%","0%","0%","McElveen Katie",""
"COM","3270","1","Sports Media Criticism","32%","64%","0%","0%","0%","0%","0%","4%","0%","0%","0%","0%","Denham Bryan E.",""
"COM","3550","1","Principles of Public Relatio","50%","27%","14%","5%","0%","0%","0%","5%","0%","0%","0%","0%","Morehouse Jordan",""
"COM","3570","1","Public Relations Writing","52%","29%","5%","5%","5%","0%","0%","5%","0%","0%","0%","0%","Morehouse Jordan",""
"COM","3660","3","Ugrad Comm Tutors","80%","20%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","Davis Alyssa Christine",""
"COM","3660","4","Storytelling and Reporting","80%","15%","5%","0%","0%","0%","0%","0%","0%","0%","0%","0%","Robertson Nigel F",""
"COM","3900","1","Communication Internship","0%","0%","0%","0%","0%","100%","0%","0%","0%","0%","0%","0%","Pindar Lori Marlise",""
"COM","4280","1","Interpers/Family Comm &","63%","32%","5%","0%","0%","0%","0%","0%","0%","0%","0%","0%","Cranmer Gregory",""
"COM","4560","1","PR for Assoc & Nonprofits","88%","12%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","Harrison Virginia",""
"COM","4700","1","Comm & Health","36%","45%","14%","0%","0%","0%","0%","5%","0%","0%","0%","0%","Wingate Victoria",""
"COM","4800","1","Intercultural Comm","80%","16%","4%","0%","0%","0%","0%","0%","0%","0%","0%","0%","Pyle Andrew Stephen",""
"COM","4800","2","Intercultural Comm","92%","4%","0%","0%","4%","0%","0%","0%","0%","0%","0%","0%","Pyle Andrew Stephen",""
"COM","4950","2","Senior Capstone Seminar","79%","13%","8%","0%","0%","0%","0%","0%","0%","0%","0%","0%","Scott David Travers",""
"COM","8000","1","Communication Pedagogy","0%","0%","0%","0%","0%","100%","0%","0%","0%","0%","0%","0%","Fecher Daniel Leland",""
"COM","8010","1","Communication Theory I","73%","18%","0%","0%","0%","0%","0%","9%","0%","0%","0%","0%","Linvill Darren L",""
"COM","8100","1","Comm Research Methods I","47%","40%","13%","0%","0%","0%","0%","0%","0%","0%","0%","0%","Cranmer Gregory",""
"COM","8270","1","Sports Media","57%","29%","0%","0%","0%","0%","0%","14%","0%","0%","0%","0%","Denham Bryan E.",""
"COM","8910","1","Thesis Research","0%","0%","0%","0%","0%","100%","0%","0%","0%","0%","0%","0%","Ash Erin Michelle",""
"COOP","1010","1","Co-Op Education","0%","0%","0%","0%","0%","100%","0%","0%","0%","0%","0%","0%","Neal Jeffrey Frank",""
"COOP","1020","1","Co-Op Education","0%","0%","0%","0%","0%","100%","0%","0%","0%","0%","0%","0%","Neal Jeffrey Frank",""
"COOP","1030","1","Co-Op Education","0%","0%","0%","0%","0%","100%","0%","0%","0%","0%","0%","0%","Neal Jeffrey Frank",""
"COOP","2010","1","Co-Op Education","0%","0%","0%","0%","0%","100%","0%","0%","0%","0%","0%","0%","Neal Jeffrey Frank",""
"COOP","2020","1","Co-Op Education","0%","0%","0%","0%","0%","100%","0%","0%","0%","0%","0%","0%","Neal Jeffrey Frank",""
"COOP","6020","1","Co-Op Education","0%","0%","0%","0%","0%","100%","0%","0%","0%","0%","0%","0%","Burton O'Neil B",""
"CPSC","1010","10","Computer Science I","15%","31%","25%","4%","10%","0%","0%","13%","2%","0%","0%","0%","Van Scoy Roger Larry",""
"CPSC","1010","20","Computer Science I","39%","20%","16%","10%","2%","0%","0%","14%","0%","0%","0%","0%","Russell Carrie Lynn",""
"CPSC","1010","30","Computer Science I","20%","37%","20%","6%","6%","0%","0%","12%","0%","0%","0%","0%","Russell Carrie Lynn",""
"CPSC","1020","10","Computer Science II","24%","29%","18%","11%","7%","0%","0%","11%","0%","0%","0%","0%","Kittelstad Catherine",""
"CPSC","1060","10","Intro to Programming in Ja","37%","24%","11%","5%","11%","0%","0%","13%","0%","0%","0%","0%","Drachova Svetlana V",""
"CPSC","1060","20","Intro to Programming in Ja","31%","17%","22%","19%","8%","0%","0%","3%","0%","0%","0%","0%","Drachova Svetlana V",""
"CPSC","1060","30","Intro to Programming in Ja","14%","11%","33%","14%","14%","0%","0%","14%","0%","0%","0%","0%","Joerg Christina",""
"CPSC","1070","1","Programming Methodolog","26%","27%","27%","4%","7%","0%","0%","10%","0%","0%","0%","0%","Plaue Christopher M",""
"CPSC","1110","1","Intro to Programming in C","34%","31%","16%","5%","6%","0%","0%","7%","0%","0%","0%","0%","Duchowski Andrew T",""
"CPSC","1110","2","Intro to Programming in C","39%","27%","22%","4%","2%","0%","0%","6%","0%","0%","0%","0%","Widman Nicolas",""
"CPSC","1210","1","Computational Thinking","26%","26%","34%","3%","5%","0%","0%","5%","0%","0%","0%","0%","Shue Mitch",""
"CPSC","1900","1","Teaching Assist Fundamen","0%","0%","0%","0%","0%","100%","0%","0%","0%","0%","0%","0%","Kraemer Eileen",""
"CPSC","2070","1","Discrete Structures","44%","37%","14%","3%","2%","0%","0%","0%","0%","0%","0%","0%","Hodges Larry F",""
"CPSC","2070","2","Discrete Structures","38%","27%","29%","6%","0%","0%","0%","0%","0%","0%","0%","0%","Hodges Larry F",""
"CPSC","2070","3","Discrete Structures","46%","19%","30%","0%","3%","0%","0%","3%","0%","0%","0%","0%","Srimani Pradip K.",""
"CPSC","2120","1","Algs/Data Structures","52%","16%","11%","7%","8%","0%","0%","5%","0%","0%","0%","0%","Widman Nicolas",""
"CPSC","2120","2","Algs/Data Structures","48%","18%","10%","3%","13%","0%","0%","8%","0%","0%","0%","0%","Widman Nicolas",""
"CPSC","2120","101","Algs/Data Structures","40%","20%","4%","4%","8%","0%","0%","24%","0%","0%","0%","0%","Dean Brian",""
"CPSC","2120","102","Algs/Data Structures","28%","24%","28%","0%","4%","0%","0%","16%","0%","0%","0%","0%","Dean Brian",""
"CPSC","2120","103","Algs/Data Structures","17%","26%","30%","4%","9%","0%","0%","13%","0%","0%","0%","0%","Dean Brian",""
"CPSC","2150","1","Software Dev Foundations","22%","27%","20%","7%","16%","0%","0%","9%","0%","0%","0%","0%","Sun Yu-Shan",""
"CPSC","2150","2","Software Dev Foundations","24%","24%","20%","2%","13%","0%","0%","17%","0%","0%","0%","0%","Sun Yu-Shan",""
"CPSC","2150","3","Software Dev Foundations","15%","25%","20%","10%","15%","0%","0%","15%","0%","0%","0%","0%","Sitaraman Murali",""
"CPSC","2200","1","Problem Solving w/ Office","52%","22%","14%","6%","4%","0%","0%","2%","0%","0%","0%","0%","Kittelstad Catherine",""
"CPSC","2310","1","Intro Computer Org","23%","29%","28%","3%","10%","0%","0%","7%","0%","0%","0%","0%","Feaster Yvon H.",""
"CPSC","2910","1","Prof Issues I","83%","10%","0%","3%","3%","0%","0%","0%","0%","0%","0%","0%","Taylor Constance",""
"CPSC","2910","2","Prof Issues I","87%","10%","3%","0%","0%","0%","0%","0%","0%","0%","0%","0%","Taylor Constance",""
"CPSC","2910","3","Prof Issues I","68%","10%","13%","6%","0%","0%","0%","3%","0%","0%","0%","0%","Taylor Constance",""
"CPSC","2920","1","Computing, Ethics & Societ","80%","5%","8%","0%","3%","0%","0%","5%","0%","0%","0%","0%","Brinkley Julian",""
"CPSC","3220","1","Intro to Operating Systems","31%","21%","10%","4%","9%","0%","0%","21%","4%","0%","0%","0%","Sorber Jacob M",""
"CPSC","3220","2","Intro to Operating Systems","59%","17%","4%","0%","4%","0%","0%","4%","###","0%","0%","0%","Ullmer Brygg Anders",""
"CPSC","3300","1","Computer Systems Org","40%","33%","15%","8%","1%","0%","0%","3%","0%","0%","0%","0%","Smotherman Mark K",""
"CPSC","3500","1","Foundations of Computer","20%","37%","27%","0%","10%","0%","0%","6%","0%","0%","0%","0%","Hedetniemi Sandra",""
"CPSC","3520","1","Programming Systems","76%","10%","6%","1%","6%","0%","0%","1%","0%","0%","0%","0%","Wu Yongkai",""
"CPSC","3600","1","Network Programming","48%","26%","13%","3%","4%","0%","0%","5%","0%","0%","0%","0%","Robb Andrew C",""
"CPSC","3720","1","Software Engineering","25%","44%","24%","5%","2%","0%","0%","0%","0%","0%","0%","0%","Sun Yu-Shan",""
"CPSC","3720","2","Software Engineering","71%","21%","4%","0%","0%","0%","0%","4%","0%","0%","0%","0%","Taylor Constance",""
"CPSC","3750","1","Web Application Develop","52%","27%","6%","4%","10%","0%","0%","0%","0%","0%","0%","0%","Baker Craig L",""
"CPSC","4030","1","Data Visualization","21%","50%","21%","0%","4%","0%","0%","4%","0%","0%","0%","0%","Iuricich Federico",""
